15:02:05;0;;
15:02:06;0;;
15:02:07;0;;
15:02:08;0;;
15:02:09;0;;
15:02:10;0;;
15:02:11;0;;
15:02:12;0;;
15:02:13;0;;
15:02:14;0;;
15:02:15;0;;
15:02:16;0;;
15:02:17;0;;
15:02:18;0;;
15:02:19;0;;
15:02:20;0;;
15:02:21;0;;
15:02:22;0;;
15:02:23;0;;
15:02:24;0;;
15:02:25;0;;
15:02:26;0;;
15:02:27;0;;
15:02:28;0;;
15:02:29;0;;
15:02:30;0;;
15:02:31;0;;
15:02:32;0;;
15:02:33;0;;
15:02:34;0;;
15:02:35;0;;
15:02:36;0;;
15:02:37;0;;
15:02:38;0;;
15:02:39;0;;
15:02:40;0,55;;
15:02:41;1,01;;
15:02:42;1,37;;
15:02:43;1,52;;
15:02:44;1,52;;
15:02:45;1,5;;
15:02:46;1,49;;
15:02:47;1,52;;
15:02:48;1,46;;
15:02:49;1,48;;
15:02:50;1,44;;
15:02:51;1,45;;
15:02:52;1,45;;
15:02:53;1,47;;
15:02:54;1,49;;
15:02:55;1,45;;
15:02:56;1,48;;
15:02:57;1,5;;
15:02:58;1,5;;
15:02:59;1,48;;
15:03:00;1,5;;
15:03:01;1,57;;
15:03:02;1,53;;
15:03:03;1,58;;
15:03:04;1,59;;
15:03:05;1,55;;
15:03:06;1,55;;
15:03:07;1,52;;
15:03:08;1,6;;
15:03:09;1,57;;
15:03:10;1,5;;
15:03:11;1,57;;
15:03:12;1,57;;
15:03:13;1,55;;
15:03:14;1,55;;
15:03:15;1,59;;
15:03:16;1,58;;
15:03:17;1,5;;
15:03:18;1,58;;
15:03:19;1,55;;
15:03:20;1,57;;
15:03:21;1,6;;
15:03:22;1,52;;
15:03:23;1,57;;
15:03:24;1,5;;
15:03:25;1,51;;
15:03:26;1,51;;
15:03:27;1,6;;
15:03:28;1,51;;
15:03:29;1,52;;
15:03:30;1,58;;
15:03:31;1,52;;
15:03:32;1,62;;
15:03:33;1,72;;
15:03:34;1,69;;
15:03:35;1,72;;
15:03:36;1,72;;
15:03:37;1,62;;
15:03:38;1,61;;
15:03:39;1,55;;
15:03:40;1,6;;
15:03:41;1,6;;
15:03:42;1,63;;
15:03:43;1,65;;
15:03:44;1,65;;
15:03:45;1,61;;
15:03:46;1,65;;
15:03:47;1,62;;
15:03:48;1,61;;
15:03:49;1,59;;
15:03:50;1,68;;
15:03:51;1,65;;
15:03:52;1,59;;
15:03:53;1,7;;
15:03:54;1,71;;
15:03:55;1,78;;
15:03:56;1,82;;
15:03:57;1,86;;
15:03:58;1,87;;
15:03:59;1,87;;
15:04:00;1,8;;
15:04:01;1,81;;
15:04:02;1,81;;
15:04:03;1,8;;
15:04:04;1,81;;
15:04:05;1,82;;
15:04:06;1,74;;
15:04:07;1,78;;
15:04:08;1,73;;
15:04:09;1,78;;
15:04:10;1,74;;
15:04:11;1,74;;
15:04:12;1,71;;
15:04:13;1,72;;
15:04:14;1,9;;
15:04:15;1,89;;
15:04:16;1,88;;
15:04:17;2;;
15:04:18;1,93;;
15:04:19;1,96;;
15:04:20;1,93;;
15:04:21;1,89;;
15:04:22;1,84;;
15:04:23;1,86;;
15:04:24;1,88;;
15:04:25;1,86;;
15:04:26;1,91;;
15:04:27;1,93;;
15:04:28;1,93;;
15:04:29;1,93;;
15:04:30;1,95;;
15:04:31;1,92;;
15:04:32;1,92;;
15:04:33;1,99;;
15:04:34;2,1;;
15:04:35;2,1;;
15:04:36;2,08;;
15:04:37;2,09;;
15:04:38;2,09;;
15:04:39;2,05;;
15:04:40;2,05;;
15:04:41;2,02;;
15:04:42;2,01;;
15:04:43;2,04;;
15:04:44;2,04;;
15:04:45;1,97;;
15:04:46;2,01;;
15:04:47;2,06;;
15:04:48;2,06;;
15:04:49;2,03;;
15:04:50;2,11;;
15:04:51;2,09;;
15:04:52;2,06;;
15:04:53;2,06;;
15:04:54;2,06;;
15:04:55;1,9;;
15:04:56;1,42;;
15:04:57;0,99;;
15:04:58;0,77;;
15:04:59;0,77;;
15:05:00;0,54;;
15:05:01;0,47;;
15:05:02;0,41;;
15:05:03;0,41;;
15:05:04;0;;
15:05:05;0;;
15:05:06;0;;
15:05:07;0;;
15:05:08;0;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
